     T(MeV)         phi_e         thetah           tnuh           nbh           a/a_i             N              P             H2            He4
 .3839265D-01  0.5586491D-05  0.2164083D-23  0.7150589D+00  0.6326852D-13  0.3641837D+03  0.1696424D-06  0.7533118D+00  0.2862062D-04  0.6165229D-01
 .3811772D-01  0.6088925D-05  0.2133158D-23  0.7150510D+00  0.6191700D-13  0.3668139D+03  0.1642454D-06  0.7533118D+00  0.2834663D-04  0.6165243D-01
 .3784669D-01  0.6636989D-05  0.2102894D-23  0.7150438D+00  0.6060381D-13  0.3694438D+03  0.1591303D-06  0.7533118D+00  0.2808383D-04  0.6165256D-01
 .3757397D-01  0.7247877D-05  0.2072661D-23  0.7150370D+00  0.5930141D-13  0.3721283D+03  0.1541788D-06  0.7533118D+00  0.2782648D-04  0.6165270D-01
 .3730515D-01  0.7915525D-05  0.2043078D-23  0.7150308D+00  0.5803616D-13  0.3748125D+03  0.1494810D-06  0.7533118D+00  0.2757954D-04  0.6165282D-01
 .3704015D-01  0.8645248D-05  0.2014126D-23  0.7150250D+00  0.5680675D-13  0.3774966D+03  0.1450191D-06  0.7533118D+00  0.2734246D-04  0.6165294D-01
 .3677359D-01  0.9459888D-05  0.1985214D-23  0.7150195D+00  0.5558788D-13  0.3802352D+03  0.1406926D-06  0.7533118D+00  0.2711014D-04  0.6165306D-01
 .3651085D-01  0.1035198D-04  0.1956923D-23  0.7150145D+00  0.5440370D-13  0.3829736D+03  0.1365793D-06  0.7533118D+00  0.2688701D-04  0.6165318D-01
 .3624926D-01  0.1133918D-04  0.1928960D-23  0.7150099D+00  0.5324166D-13  0.3857392D+03  0.1326265D-06  0.7533118D+00  0.2667048D-04  0.6165329D-01
 .3599139D-01  0.1242135D-04  0.1901594D-23  0.7150056D+00  0.5211254D-13  0.3885047D+03  0.1288629D-06  0.7533118D+00  0.2646236D-04  0.6165339D-01
 .3573466D-01  0.1361998D-04  0.1874545D-23  0.7150016D+00  0.5100448D-13  0.3912974D+03  0.1252415D-06  0.7533118D+00  0.2626027D-04  0.6165349D-01
 .3547911D-01  0.1494876D-04  0.1847814D-23  0.7149979D+00  0.4991726D-13  0.3941173D+03  0.1217555D-06  0.7533118D+00  0.2606402D-04  0.6165359D-01
 .3522476D-01  0.1642312D-04  0.1821400D-23  0.7149945D+00  0.4885066D-13  0.3969644D+03  0.1183986D-06  0.7533118D+00  0.2587344D-04  0.6165369D-01
 .3497164D-01  0.1806043D-04  0.1795304D-23  0.7149914D+00  0.4780446D-13  0.3998388D+03  0.1151651D-06  0.7533118D+00  0.2568834D-04  0.6165378D-01
 .3472212D-01  0.1986230D-04  0.1769766D-23  0.7149885D+00  0.4678797D-13  0.4027131D+03  0.1120779D-06  0.7533118D+00  0.2551023D-04  0.6165387D-01
 .3447382D-01  0.2186519D-04  0.1744534D-23  0.7149858D+00  0.4579085D-13  0.4056147D+03  0.1091004D-06  0.7533118D+00  0.2533714D-04  0.6165396D-01
 .3422675D-01  0.2409349D-04  0.1719609D-23  0.7149834D+00  0.4481290D-13  0.4085435D+03  0.1062277D-06  0.7533118D+00  0.2516895D-04  0.6165404D-01
 .3398320D-01  0.2655063D-04  0.1695214D-23  0.7149811D+00  0.4386263D-13  0.4114722D+03  0.1034804D-06  0.7533118D+00  0.2500697D-04  0.6165412D-01
 .3374086D-01  0.2928688D-04  0.1671115D-23  0.7149790D+00  0.4293056D-13  0.4144282D+03  0.1008268D-06  0.7533118D+00  0.2484948D-04  0.6165420D-01
 .3349976D-01  0.3233661D-04  0.1647311D-23  0.7149771D+00  0.4201647D-13  0.4174115D+03  0.9826286D-07  0.7533118D+00  0.2469635D-04  0.6165428D-01
 .3325991D-01  0.3573878D-04  0.1623801D-23  0.7149754D+00  0.4112014D-13  0.4204221D+03  0.9578483D-07  0.7533118D+00  0.2454744D-04  0.6165435D-01
 .3302134D-01  0.3953749D-04  0.1600584D-23  0.7149737D+00  0.4024134D-13  0.4234600D+03  0.9338908D-07  0.7533118D+00  0.2440265D-04  0.6165442D-01
 .3278616D-01  0.4374288D-04  0.1577862D-23  0.7149723D+00  0.3938743D-13  0.4264978D+03  0.9109242D-07  0.7533118D+00  0.2426308D-04  0.6165449D-01
 .3255017D-01  0.4848705D-04  0.1555225D-23  0.7149709D+00  0.3854278D-13  0.4295903D+03  0.8885022D-07  0.7533118D+00  0.2412611D-04  0.6165456D-01
 .3231755D-01  0.5374936D-04  0.1533072D-23  0.7149697D+00  0.3772213D-13  0.4326828D+03  0.8669913D-07  0.7533118D+00  0.2399404D-04  0.6165461D-01
 .3208621D-01  0.5964114D-04  0.1511199D-23  0.7149685D+00  0.3691768D-13  0.4358026D+03  0.8461604D-07  0.7533118D+00  0.2386556D-04  0.6165466D-01
 .3185816D-01  0.6618314D-04  0.1489791D-23  0.7149675D+00  0.3613594D-13  0.4389223D+03  0.8261541D-07  0.7533118D+00  0.2374161D-04  0.6165471D-01
 .3162942D-01  0.7358190D-04  0.1468472D-23  0.7149666D+00  0.3536300D-13  0.4420968D+03  0.8065957D-07  0.7533118D+00  0.2361994D-04  0.6165476D-01
 .3140394D-01  0.8181325D-04  0.1447607D-23  0.7149657D+00  0.3461196D-13  0.4452712D+03  0.7877983D-07  0.7533118D+00  0.2350254D-04  0.6165480D-01
 .3117784D-01  0.9113803D-04  0.1426836D-23  0.7149649D+00  0.3386964D-13  0.4485003D+03  0.7694144D-07  0.7533118D+00  0.2338730D-04  0.6165485D-01
 .3095498D-01  0.1015325D-03  0.1406509D-23  0.7149642D+00  0.3314841D-13  0.4517293D+03  0.7517335D-07  0.7533118D+00  0.2327610D-04  0.6165489D-01
 .3073528D-01  0.1131199D-03  0.1386613D-23  0.7149635D+00  0.3244751D-13  0.4549584D+03  0.7347174D-07  0.7533118D+00  0.2316873D-04  0.6165493D-01
 .3051503D-01  0.1262693D-03  0.1366810D-23  0.7149629D+00  0.3175487D-13  0.4582421D+03  0.7180581D-07  0.7533118D+00  0.2306332D-04  0.6165497D-01
 .3029612D-01  0.1410860D-03  0.1347269D-23  0.7149624D+00  0.3107628D-13  0.4615532D+03  0.7018834D-07  0.7533118D+00  0.2296069D-04  0.6165501D-01
 .3008033D-01  0.1576518D-03  0.1328144D-23  0.7149619D+00  0.3041689D-13  0.4648643D+03  0.6863017D-07  0.7533118D+00  0.2286159D-04  0.6165505D-01
 .2986410D-01  0.1764983D-03  0.1309117D-23  0.7149615D+00  0.2976559D-13  0.4682301D+03  0.6710381D-07  0.7533118D+00  0.2276429D-04  0.6165508D-01
 .2965095D-01  0.1976111D-03  0.1290496D-23  0.7149611D+00  0.2913275D-13  0.4715959D+03  0.6563246D-07  0.7533118D+00  0.2267032D-04  0.6165511D-01
 .2943914D-01  0.2214676D-03  0.1272124D-23  0.7149607D+00  0.2851281D-13  0.4749891D+03  0.6420195D-07  0.7533118D+00  0.2257880D-04  0.6165513D-01
 .2922865D-01  0.2484492D-03  0.1253997D-23  0.7149604D+00  0.2790554D-13  0.4784096D+03  0.6281081D-07  0.7533118D+00  0.2248965D-04  0.6165515D-01
 .2901950D-01  0.2789933D-03  0.1236115D-23  0.7149601D+00  0.2731075D-13  0.4818574D+03  0.6145764D-07  0.7533118D+00  0.2240283D-04  0.6165517D-01
 .2881170D-01  0.3136021D-03  0.1218475D-23  0.7149598D+00  0.2672822D-13  0.4853326D+03  0.6014108D-07  0.7533118D+00  0.2231827D-04  0.6165519D-01
 .2860526D-01  0.3528528D-03  0.1201076D-23  0.7149596D+00  0.2615775D-13  0.4888352D+03  0.5885984D-07  0.7533118D+00  0.2223590D-04  0.6165521D-01
 .2840175D-01  0.3970429D-03  0.1184047D-23  0.7149593D+00  0.2560341D-13  0.4923378D+03  0.5762219D-07  0.7533118D+00  0.2215628D-04  0.6165523D-01
 .2819801D-01  0.4476220D-03  0.1167120D-23  0.7149591D+00  0.2505632D-13  0.4958951D+03  0.5640761D-07  0.7533118D+00  0.2207810D-04  0.6165524D-01
 .2799716D-01  0.5046784D-03  0.1150553D-23  0.7149590D+00  0.2452471D-13  0.4994524D+03  0.5523369D-07  0.7533118D+00  0.2200253D-04  0.6165526D-01
 .2779614D-01  0.5700976D-03  0.1134090D-23  0.7149588D+00  0.2400020D-13  0.5030644D+03  0.5408127D-07  0.7533118D+00  0.2192833D-04  0.6165528D-01
 .2759798D-01  0.6440405D-03  0.1117977D-23  0.7149587D+00  0.2349054D-13  0.5066764D+03  0.5296679D-07  0.7533118D+00  0.2185658D-04  0.6165529D-01
 .2739969D-01  0.7289693D-03  0.1101969D-23  0.7149585D+00  0.2298781D-13  0.5103432D+03  0.5187239D-07  0.7533118D+00  0.2178615D-04  0.6165531D-01
 .2720422D-01  0.8251537D-03  0.1086303D-23  0.7149584D+00  0.2249933D-13  0.5140099D+03  0.5081344D-07  0.7533118D+00  0.2171804D-04  0.6165533D-01
 .2701010D-01  0.9349569D-03  0.1070855D-23  0.7149583D+00  0.2202110D-13  0.5177040D+03  0.4978076D-07  0.7533118D+00  0.2165166D-04  0.6165534D-01
 .2681591D-01  0.1061407D-02  0.1055513D-23  0.7149582D+00  0.2154954D-13  0.5214529D+03  0.4876620D-07  0.7533118D+00  0.2158651D-04  0.6165536D-01
 .2662450D-01  0.1205041D-02  0.1040498D-23  0.7149581D+00  0.2109136D-13  0.5252017D+03  0.4778374D-07  0.7533118D+00  0.2152348D-04  0.6165537D-01
 .2643443D-01  0.1369474D-02  0.1025695D-23  0.7149581D+00  0.2064286D-13  0.5289779D+03  0.4682505D-07  0.7533118D+00  0.2146206D-04  0.6165538D-01
 .2624571D-01  0.1557893D-02  0.1011102D-23  0.7149580D+00  0.2020388D-13  0.5327815D+03  0.4588939D-07  0.7533118D+00  0.2140219D-04  0.6165540D-01
 .2605833D-01  0.1774001D-02  0.9967166D-24  0.7149579D+00  0.1977423D-13  0.5366125D+03  0.4497601D-07  0.7533118D+00  0.2134384D-04  0.6165540D-01
 .2587099D-01  0.2023979D-02  0.9824369D-24  0.7149579D+00  0.1935081D-13  0.5404982D+03  0.4407799D-07  0.7533118D+00  0.2128657D-04  0.6165540D-01
 .2568633D-01  0.2309340D-02  0.9684620D-24  0.7149578D+00  0.1893938D-13  0.5443838D+03  0.4320730D-07  0.7533118D+00  0.2123116D-04  0.6165540D-01
 .2550301D-01  0.2637562D-02  0.9546878D-24  0.7149578D+00  0.1853676D-13  0.5482969D+03  0.4235685D-07  0.7533118D+00  0.2117714D-04  0.6165540D-01
 .2531978D-01  0.3018247D-02  0.9410189D-24  0.7149578D+00  0.1814008D-13  0.5522647D+03  0.4152036D-07  0.7533118D+00  0.2112413D-04  0.6165540D-01
 .2513916D-01  0.3454113D-02  0.9276414D-24  0.7149577D+00  0.1775464D-13  0.5562325D+03  0.4070874D-07  0.7533118D+00  0.2107281D-04  0.6165540D-01
 .2495988D-01  0.3956871D-02  0.9144579D-24  0.7149577D+00  0.1737749D-13  0.5602276D+03  0.3991557D-07  0.7533118D+00  0.2102279D-04  0.6165540D-01
 .2478074D-01  0.4541566D-02  0.9013785D-24  0.7149577D+00  0.1700600D-13  0.5642775D+03  0.3913508D-07  0.7533118D+00  0.2097370D-04  0.6165540D-01
 .2460415D-01  0.5213016D-02  0.8885777D-24  0.7149577D+00  0.1664503D-13  0.5683274D+03  0.3837730D-07  0.7533118D+00  0.2092617D-04  0.6165540D-01
 .2442773D-01  0.5995309D-02  0.8758803D-24  0.7149576D+00  0.1628952D-13  0.5724320D+03  0.3763146D-07  0.7533118D+00  0.2087953D-04  0.6165540D-01
 .2425266D-01  0.6901901D-02  0.8633710D-24  0.7149576D+00  0.1594180D-13  0.5765640D+03  0.3690223D-07  0.7533118D+00  0.2083408D-04  0.6165540D-01
 .2408009D-01  0.7946125D-02  0.8511279D-24  0.7149576D+00  0.1560391D-13  0.5806960D+03  0.3619375D-07  0.7533118D+00  0.2079005D-04  0.6165540D-01
 .2390771D-01  0.9166048D-02  0.8389863D-24  0.7149576D+00  0.1527121D-13  0.5848827D+03  0.3549617D-07  0.7533118D+00  0.2074685D-04  0.6165540D-01
 .2373669D-01  0.1058385D-01  0.8270258D-24  0.7149576D+00  0.1494582D-13  0.5890968D+03  0.3481379D-07  0.7533118D+00  0.2070474D-04  0.6165540D-01
 .2356701D-01  0.1223321D-01  0.8152441D-24  0.7149576D+00  0.1462758D-13  0.5933382D+03  0.3414618D-07  0.7533118D+00  0.2066369D-04  0.6165540D-01
 .2339866D-01  0.1415376D-01  0.8036388D-24  0.7149576D+00  0.1431635D-13  0.5976071D+03  0.3349290D-07  0.7533118D+00  0.2062367D-04  0.6165540D-01
 .2323059D-01  0.1640757D-01  0.7921354D-24  0.7149576D+00  0.1401006D-13  0.6019306D+03  0.3284955D-07  0.7533118D+00  0.2058442D-04  0.6165540D-01
 .2306492D-01  0.1902151D-01  0.7808773D-24  0.7149575D+00  0.1371245D-13  0.6062542D+03  0.3222386D-07  0.7533118D+00  0.2054639D-04  0.6165540D-01
 .2289954D-01  0.2209460D-01  0.7697195D-24  0.7149575D+00  0.1341960D-13  0.6106325D+03  0.3160754D-07  0.7533118D+00  0.2050908D-04  0.6165540D-01
 .2273551D-01  0.2568982D-01  0.7587317D-24  0.7149575D+00  0.1313328D-13  0.6150381D+03  0.3100422D-07  0.7533118D+00  0.2047272D-04  0.6165540D-01
 .2257381D-01  0.2987180D-01  0.7479774D-24  0.7149575D+00  0.1285504D-13  0.6194438D+03  0.3041714D-07  0.7533118D+00  0.2043748D-04  0.6165540D-01
 .2241242D-01  0.3480162D-01  0.7373208D-24  0.7149575D+00  0.1258130D-13  0.6239041D+03  0.2983865D-07  0.7533118D+00  0.2040292D-04  0.6165540D-01
 .2225139D-01  0.4062315D-01  0.7267638D-24  0.7149575D+00  0.1231206D-13  0.6284193D+03  0.2926872D-07  0.7533118D+00  0.2036902D-04  0.6165540D-01
 .2209266D-01  0.4742053D-01  0.7164318D-24  0.7149575D+00  0.1205044D-13  0.6329344D+03  0.2871393D-07  0.7533118D+00  0.2033617D-04  0.6165540D-01
 .2193429D-01  0.5546104D-01  0.7061974D-24  0.7149575D+00  0.1179315D-13  0.6375042D+03  0.2816723D-07  0.7533118D+00  0.2030395D-04  0.6165540D-01
 .2177817D-01  0.6486608D-01  0.6961807D-24  0.7149575D+00  0.1154313D-13  0.6420741D+03  0.2763486D-07  0.7533118D+00  0.2027273D-04  0.6165540D-01
 .2162152D-01  0.7607972D-01  0.6862013D-24  0.7149575D+00  0.1129582D-13  0.6467260D+03  0.2710710D-07  0.7533118D+00  0.2024193D-04  0.6165540D-01
 .2146711D-01  0.8922934D-01  0.6764351D-24  0.7149575D+00  0.1105553D-13  0.6513780D+03  0.2659309D-07  0.7533118D+00  0.2021209D-04  0.6165540D-01
 .2131399D-01  0.1047429D+00  0.6668202D-24  0.7149575D+00  0.1082066D-13  0.6560573D+03  0.2608941D-07  0.7533118D+00  0.2018299D-04  0.6165540D-01
 .2116130D-01  0.1231693D+00  0.6572999D-24  0.7149575D+00  0.1058975D-13  0.6607913D+03  0.2559296D-07  0.7533118D+00  0.2015445D-04  0.6165540D-01
 .2100991D-01  0.1449442D+00  0.6479289D-24  0.7149575D+00  0.1036410D-13  0.6655527D+03  0.2510646D-07  0.7533118D+00  0.2012663D-04  0.6165540D-01
 .2085982D-01  0.1706766D+00  0.6387046D-24  0.7149575D+00  0.1014356D-13  0.6703415D+03  0.2462965D-07  0.7533118D+00  0.2009952D-04  0.6165540D-01
 .2071102D-01  0.2010744D+00  0.6296249D-24  0.7149575D+00  0.9928034D-14  0.6751576D+03  0.2416229D-07  0.7533118D+00  0.2007308D-04  0.6165540D-01
 .2056267D-01  0.2371719D+00  0.6206375D-24  0.7149575D+00  0.9716222D-14  0.6800285D+03  0.2370157D-07  0.7533118D+00  0.2004715D-04  0.6165540D-01
 .2041561D-01  0.2797466D+00  0.6117924D-24  0.7149575D+00  0.9509253D-14  0.6849267D+03  0.2324996D-07  0.7533118D+00  0.2002188D-04  0.6165540D-01
 .2026985D-01  0.3298343D+00  0.6030871D-24  0.7149575D+00  0.9307014D-14  0.6898523D+03  0.2280723D-07  0.7533118D+00  0.1999725D-04  0.6165540D-01
 .2012456D-01  0.3888903D+00  0.5944726D-24  0.7149575D+00  0.9108316D-14  0.6948326D+03  0.2237079D-07  0.7533118D+00  0.1997310D-04  0.6165540D-01
 .1998056D-01  0.4577957D+00  0.5859956D-24  0.7149575D+00  0.8914188D-14  0.6998403D+03  0.2194291D-07  0.7533118D+00  0.1994956D-04  0.6165540D-01
 .1983783D-01  0.5376158D+00  0.5776538D-24  0.7149575D+00  0.8724522D-14  0.7048753D+03  0.2152338D-07  0.7533118D+00  0.1992661D-04  0.6165540D-01
 .1969561D-01  0.6297501D+00  0.5694010D-24  0.7149575D+00  0.8538224D-14  0.7099651D+03  0.2110980D-07  0.7533118D+00  0.1990412D-04  0.6165540D-01
 .1955467D-01  0.7343435D+00  0.5612809D-24  0.7149575D+00  0.8356233D-14  0.7150823D+03  0.2070429D-07  0.7533118D+00  0.1988219D-04  0.6165540D-01
 .1941499D-01  0.8514872D+00  0.5532912D-24  0.7149575D+00  0.8178445D-14  0.7202268D+03  0.2030663D-07  0.7533118D+00  0.1986081D-04  0.6165540D-01
 .1927657D-01  0.9807516D+00  0.5454297D-24  0.7149575D+00  0.8004759D-14  0.7253987D+03  0.1991666D-07  0.7533118D+00  0.1983998D-04  0.6165540D-01
 .1913867D-01  0.1121984D+01  0.5376541D-24  0.7149575D+00  0.7834196D-14  0.7306253D+03  0.1953219D-07  0.7533118D+00  0.1981955D-04  0.6165540D-01
 .1900132D-01  0.1274035D+01  0.5299647D-24  0.7149575D+00  0.7666734D-14  0.7359066D+03  0.1915319D-07  0.7533118D+00  0.1979954D-04  0.6165540D-01
 .1886593D-01  0.1433833D+01  0.5224391D-24  0.7149575D+00  0.7504011D-14  0.7411879D+03  0.1878342D-07  0.7533118D+00  0.1978014D-04  0.6165540D-01
 .1873108D-01  0.1601525D+01  0.5149971D-24  0.7149575D+00  0.7344244D-14  0.7465240D+03  0.1841888D-07  0.7533118D+00  0.1976112D-04  0.6165540D-01
 .1859679D-01  0.1775815D+01  0.5076391D-24  0.7149575D+00  0.7187412D-14  0.7519148D+03  0.1805953D-07  0.7533118D+00  0.1974249D-04  0.6165540D-01
 .1846374D-01  0.1954675D+01  0.5004016D-24  0.7149575D+00  0.7034251D-14  0.7573329D+03  0.1770711D-07  0.7533118D+00  0.1972433D-04  0.6165540D-01
 .1833193D-01  0.2137155D+01  0.4932823D-24  0.7149575D+00  0.6884669D-14  0.7627785D+03  0.1736145D-07  0.7533118D+00  0.1970663D-04  0.6165540D-01
 .1820068D-01  0.2323458D+01  0.4862446D-24  0.7149575D+00  0.6737859D-14  0.7682787D+03  0.1702073D-07  0.7533118D+00  0.1968929D-04  0.6165540D-01
 .1807067D-01  0.2512124D+01  0.4793225D-24  0.7149575D+00  0.6594494D-14  0.7738063D+03  0.1668654D-07  0.7533118D+00  0.1967239D-04  0.6165540D-01
 .1794124D-01  0.2703693D+01  0.4724808D-24  0.7149575D+00  0.6453808D-14  0.7793887D+03  0.1635715D-07  0.7533118D+00  0.1965583D-04  0.6165540D-01
 .1781303D-01  0.2896946D+01  0.4657522D-24  0.7149575D+00  0.6316435D-14  0.7849984D+03  0.1603409D-07  0.7533118D+00  0.1963969D-04  0.6165540D-01
 .1768541D-01  0.3092622D+01  0.4591026D-24  0.7149575D+00  0.6181649D-14  0.7906628D+03  0.1571569D-07  0.7533118D+00  0.1962388D-04  0.6165540D-01
 .1755901D-01  0.3289637D+01  0.4525634D-24  0.7149575D+00  0.6050047D-14  0.7963546D+03  0.1540341D-07  0.7533118D+00  0.1960848D-04  0.6165540D-01
 .1743381D-01  0.3487890D+01  0.4461324D-24  0.7149575D+00  0.5921548D-14  0.8020738D+03  0.1509711D-07  0.7533118D+00  0.1959346D-04  0.6165540D-01
 .1730920D-01  0.3688262D+01  0.4397780D-24  0.7149575D+00  0.5795485D-14  0.8078477D+03  0.1479525D-07  0.7533118D+00  0.1957875D-04  0.6165540D-01
 .1718521D-01  0.3890709D+01  0.4335000D-24  0.7149575D+00  0.5671830D-14  0.8136763D+03  0.1449780D-07  0.7533118D+00  0.1956435D-04  0.6165540D-01
 .1706241D-01  0.4094246D+01  0.4273270D-24  0.7149575D+00  0.5551111D-14  0.8195323D+03  0.1420608D-07  0.7533118D+00  0.1955031D-04  0.6165540D-01
 .1694024D-01  0.4299805D+01  0.4212290D-24  0.7149575D+00  0.5432714D-14  0.8254430D+03  0.1391865D-07  0.7533118D+00  0.1953657D-04  0.6165540D-01
 .1681924D-01  0.4506418D+01  0.4152333D-24  0.7149575D+00  0.5317135D-14  0.8313811D+03  0.1363677D-07  0.7533118D+00  0.1952317D-04  0.6165540D-01
 .1669887D-01  0.4715029D+01  0.4093112D-24  0.7149575D+00  0.5203791D-14  0.8373739D+03  0.1335906D-07  0.7533118D+00  0.1951006D-04  0.6165540D-01
 .1657914D-01  0.4925631D+01  0.4034626D-24  0.7149575D+00  0.5092654D-14  0.8434214D+03  0.1308550D-07  0.7533118D+00  0.1949722D-04  0.6165540D-01
 .1646058D-01  0.5137267D+01  0.3977127D-24  0.7149575D+00  0.4984178D-14  0.8494963D+03  0.1281726D-07  0.7533118D+00  0.1948471D-04  0.6165540D-01
 .1634318D-01  0.5349934D+01  0.3920599D-24  0.7149575D+00  0.4878292D-14  0.8555986D+03  0.1255421D-07  0.7533118D+00  0.1947251D-04  0.6165540D-01
 .1622641D-01  0.5564584D+01  0.3864776D-24  0.7149575D+00  0.4774475D-14  0.8617556D+03  0.1229512D-07  0.7533118D+00  0.1946057D-04  0.6165540D-01
 .1611028D-01  0.5781216D+01  0.3809656D-24  0.7149575D+00  0.4672699D-14  0.8679673D+03  0.1203995D-07  0.7533118D+00  0.1944889D-04  0.6165540D-01
 .1599480D-01  0.5999831D+01  0.3755237D-24  0.7149575D+00  0.4572937D-14  0.8742338D+03  0.1178868D-07  0.7533118D+00  0.1943745D-04  0.6165540D-01
 .1588048D-01  0.6219474D+01  0.3701746D-24  0.7149575D+00  0.4475577D-14  0.8805276D+03  0.1154234D-07  0.7533118D+00  0.1942631D-04  0.6165540D-01
 .1576680D-01  0.6441099D+01  0.3648939D-24  0.7149575D+00  0.4380150D-14  0.8868762D+03  0.1129979D-07  0.7533118D+00  0.1941540D-04  0.6165540D-01
 .1565426D-01  0.6663752D+01  0.3597034D-24  0.7149575D+00  0.4287023D-14  0.8932521D+03  0.1106202D-07  0.7533118D+00  0.1940478D-04  0.6165540D-01
 .1554237D-01  0.6888388D+01  0.3545797D-24  0.7149575D+00  0.4195751D-14  0.8996827D+03  0.1082794D-07  0.7533118D+00  0.1939438D-04  0.6165540D-01
 .1543113D-01  0.7115008D+01  0.3495225D-24  0.7149575D+00  0.4106308D-14  0.9061681D+03  0.1059753D-07  0.7533118D+00  0.1938420D-04  0.6165540D-01
 .1532102D-01  0.7342656D+01  0.3445520D-24  0.7149575D+00  0.4019028D-14  0.9126808D+03  0.1037169D-07  0.7533118D+00  0.1937428D-04  0.6165540D-01
 .1521111D-01  0.7573246D+01  0.3396262D-24  0.7149575D+00  0.3933150D-14  0.9192756D+03  0.1014851D-07  0.7533118D+00  0.1936454D-04  0.6165540D-01
 .1510231D-01  0.7804866D+01  0.3347854D-24  0.7149575D+00  0.3849360D-14  0.9258978D+03  0.9929796D-08  0.7533118D+00  0.1935505D-04  0.6165540D-01
 .1499463D-01  0.8037514D+01  0.3300281D-24  0.7149575D+00  0.3767602D-14  0.9325474D+03  0.9715469D-08  0.7533118D+00  0.1934580D-04  0.6165540D-01
 .1488716D-01  0.8273106D+01  0.3253145D-24  0.7149575D+00  0.3687176D-14  0.9392790D+03  0.9503736D-08  0.7533118D+00  0.1933671D-04  0.6165540D-01
 .1478080D-01  0.8509728D+01  0.3206827D-24  0.7149575D+00  0.3608709D-14  0.9460381D+03  0.9296291D-08  0.7533118D+00  0.1932786D-04  0.6165540D-01
 .1467510D-01  0.8748339D+01  0.3161127D-24  0.7149575D+00  0.3531845D-14  0.9528518D+03  0.9092235D-08  0.7533118D+00  0.1931921D-04  0.6165540D-01
 .1457008D-01  0.8988938D+01  0.3116043D-24  0.7149575D+00  0.3456556D-14  0.9597203D+03  0.8891542D-08  0.7533118D+00  0.1931074D-04  0.6165540D-01
 .1446613D-01  0.9230568D+01  0.3071742D-24  0.7149575D+00  0.3383105D-14  0.9666161D+03  0.8694955D-08  0.7533118D+00  0.1930249D-04  0.6165540D-01
 .1436245D-01  0.9475147D+01  0.3027868D-24  0.7149575D+00  0.3310883D-14  0.9735940D+03  0.8500886D-08  0.7533118D+00  0.1929439D-04  0.6165540D-01
 .1425985D-01  0.9720757D+01  0.2984761D-24  0.7149575D+00  0.3240431D-14  0.9805993D+03  0.8310829D-08  0.7533118D+00  0.1928650D-04  0.6165540D-01
 .1415792D-01  0.9968359D+01  0.2942242D-24  0.7149575D+00  0.3171436D-14  0.9876594D+03  0.8123988D-08  0.7533118D+00  0.1927878D-04  0.6165540D-01
 .1405666D-01  0.1021795D+02  0.2900306D-24  0.7149575D+00  0.3103874D-14  0.9947741D+03  0.7940334D-08  0.7533118D+00  0.1927123D-04  0.6165540D-01
 .1395607D-01  0.1046954D+02  0.2858948D-24  0.7149575D+00  0.3037719D-14  0.1001944D+04  0.7759839D-08  0.7533118D+00  0.1926385D-04  0.6165540D-01
 .1385617D-01  0.1072312D+02  0.2818163D-24  0.7149575D+00  0.2972948D-14  0.1009168D+04  0.7582476D-08  0.7533118D+00  0.1925664D-04  0.6165540D-01
 .1375731D-01  0.1097773D+02  0.2778094D-24  0.7149575D+00  0.2909770D-14  0.1016419D+04  0.7408861D-08  0.7533118D+00  0.1924961D-04  0.6165540D-01
 .1365876D-01  0.1123529D+02  0.2738435D-24  0.7149575D+00  0.2847684D-14  0.1023753D+04  0.7237657D-08  0.7533118D+00  0.1924272D-04  0.6165540D-01
 .1356089D-01  0.1149486D+02  0.2699333D-24  0.7149575D+00  0.2786908D-14  0.1031141D+04  0.7069497D-08  0.7533118D+00  0.1923598D-04  0.6165540D-01
 .1346406D-01  0.1175545D+02  0.2660921D-24  0.7149575D+00  0.2727634D-14  0.1038557D+04  0.6904953D-08  0.7533118D+00  0.1922941D-04  0.6165540D-01
 .1336791D-01  0.1201804D+02  0.2623050D-24  0.7149575D+00  0.2669610D-14  0.1046028D+04  0.6743364D-08  0.7533118D+00  0.1922299D-04  0.6165540D-01
 .1327208D-01  0.1228359D+02  0.2585578D-24  0.7149575D+00  0.2612609D-14  0.1053580D+04  0.6584132D-08  0.7533118D+00  0.1921670D-04  0.6165540D-01
 .1317727D-01  0.1255018D+02  0.2548772D-24  0.7149575D+00  0.2557021D-14  0.1061160D+04  0.6428381D-08  0.7533118D+00  0.1921057D-04  0.6165540D-01
 .1308315D-01  0.1281876D+02  0.2512489D-24  0.7149575D+00  0.2502615D-14  0.1068795D+04  0.6275498D-08  0.7533118D+00  0.1920457D-04  0.6165540D-01
 .1298936D-01  0.1309030D+02  0.2476598D-24  0.7149575D+00  0.2449181D-14  0.1076512D+04  0.6124927D-08  0.7533118D+00  0.1919870D-04  0.6165540D-01
 .1289659D-01  0.1336288D+02  0.2441347D-24  0.7149575D+00  0.2397076D-14  0.1084256D+04  0.5977704D-08  0.7533118D+00  0.1919298D-04  0.6165540D-01
 .1280449D-01  0.1363746D+02  0.2406602D-24  0.7149575D+00  0.2346086D-14  0.1092055D+04  0.5833259D-08  0.7533118D+00  0.1918738D-04  0.6165540D-01
 .1271274D-01  0.1391500D+02  0.2372239D-24  0.7149575D+00  0.2296018D-14  0.1099936D+04  0.5691075D-08  0.7533118D+00  0.1918190D-04  0.6165540D-01
